Kustannuspaikan nro;Rakennuksen nimi;Rakennusnro;Rakennuksen osoite;Rakennuksen kayttotarkoitus;Latitude;Longitude;Rakennuksen brutto pinta-ala;Valmistumisvuosi;Peruskorjausvuosi;Laajennusvuosi;Kiinteiston id;Kiinteistotunnus;Kiinteiston osoite;Kiinteiston pinta-ala;Tilatunniste;Kerros numerona;Vuokratilanne;Vuokrattava huoneistoala;Huoneiston version alkupvm;Huoneiston version loppupvm;Huoneiston lisatiedot;Huoneiston sopimusnro;Huoneiston kayttotarkoitus;Huoneiston alv;Huoneiston markkinavuokra
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B1-05;-1,0;No;8.50;4.9.2019 14:13;;;;Varasto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;B1-06;-1,0;No;23.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F1-01;1,0;Yes;514.50;4.9.2019 14:13;;;10001542;Toimisto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F1-02;1,0;Yes;215.00;4.9.2019 14:13;;;10001258;Toimisto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F1-03;1,0;No;11.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F1-04;1,0;No;22.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F1-05;1,0;No;11.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F1-06;1,0;No;120.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F2-01;2,0;Yes;658.50;4.9.2019 14:13;;;10001019;Toimisto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F2-02;2,0;Yes;237.00;4.9.2019 14:13;;;10001125;Toimisto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F2-03;2,0;No;11.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F2-04;2,0;No;34.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F2-05;2,0;Yes;6.00;23.7.2020 00:00;;;10001125;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F3-01;3,0;Yes;901.50;4.9.2019 14:13;;;10001019;Toimisto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F3-02;3,0;No;34.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F3-03;3,0;No;11.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F4-01;4,0;Yes;901.50;4.9.2019 14:13;;;10001007;Toimisto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F4-02;4,0;Yes;11.00;23.7.2020 00:00;;;10001007;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F4-03;4,0;No;34.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F5-01;5,0;Yes;901.50;4.9.2019 14:13;;;10000901;Toimisto;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F5-02;5,0;No;34.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F5-03;5,0;No;11.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F6-01;6,0;No;270.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F6-02;6,0;No;19.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1157;Tilkan Viuhka;MA164A;Mannerheimintie 164 A;Toimistorakennukset;60,19923826606540;24,89990848070010;11017.50;2009;;;58;91-16-711-13;Mannerheimintie 164 A;2304.00;F6-03;6,0;Yes;51.50;4.9.2019 14:13;;;10000901;Toimisto;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;B1-1;0,0;Yes;152.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;B1-2;0,0;Yes;108.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;B1-3;0,0;Yes;17.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;B1-4;0,0;Yes;5.50;24.7.2020 00:00;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;B1-5;0,0;No;4.00;24.7.2020 00:00;;;;Tekniset tilat;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;B1-6;0,0;No;13.00;24.7.2020 00:00;;;;Tekniset tilat;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-1;1,0;Yes;163.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-10;1,0;Yes;2.50;13.12.2019 11:35;;;10001201;Varasto;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-11;1,0;Yes;16.00;13.12.2019 11:35;;;10001201;Varasto;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-2;1,0;Yes;154.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-3;1,0;Yes;59.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-4;1,0;Yes;68.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-5;1,0;Yes;23.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-6;1,0;Yes;12.50;13.12.2019 11:35;;;10001201;Toimisto;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-7;1,0;Yes;22.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-8;1,0;Yes;95.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F1-9;1,0;Yes;8.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F2-1;2,0;Yes;176.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F2-2;2,0;Yes;157.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F2-3;2,0;Yes;17.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F2-4;2,0;Yes;53.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F2-5;2,0;Yes;5.50;13.12.2019 11:35;;;10001201;Toimisto;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F2-6;2,0;Yes;68.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F2-7;2,0;Yes;45.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F2-8;2,0;Yes;90.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-1;3,0;Yes;174.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-10;3,0;Yes;24.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-11;3,0;Yes;22.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-2;3,0;Yes;144.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-3;3,0;Yes;54.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-4;3,0;Yes;22.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-5;3,0;Yes;22.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-6;3,0;Yes;81.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-7;3,0;Yes;22.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-8;3,0;Yes;17.50;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F3-9;3,0;Yes;22.00;13.12.2019 11:35;;;10001201;Asuntola;Yes;
1158;Kiinteistö Oy Oulun Kasarmintie 3;KAS03;Kasarmintie 3;Hoitoalan rakennukset;65,01750615864700;25,47993860889600;2769.50;1909;2019;2019;250;564-6-28-39;;1129.00;F4-1;4,0;No;100.00;24.7.2020 00:00;;;;Tekniset tilat;Yes;
1159;Suksikatu 14;SUK14;;Hoitoalan rakennukset;64,22163988578740;27,70869646218490;638.50;2018;;;74;205-6-17-4;;2000.00;F1-1;1,0;Yes;553.50;4.9.2019 14:13;;;10000916;Asuntola;Yes;
1159;Suksikatu 14;SUK14;;Hoitoalan rakennukset;64,22163988578740;27,70869646218490;638.50;2018;;;74;205-6-17-4;;2000.00;F1-2;1,0;No;13.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1159;Suksikatu 14;SUK14;;Hoitoalan rakennukset;64,22163988578740;27,70869646218490;638.50;2018;;;74;205-6-17-4;;2000.00;F1-3;1,0;Yes;4.00;4.9.2019 14:13;;;10000916;Varasto;Yes;
1159;Suksikatu 14;SUK14;;Hoitoalan rakennukset;64,22163988578740;27,70869646218490;638.50;2018;;;74;205-6-17-4;;2000.00;F1-4;1,0;No;3.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1162;Hiilloskuja 5;HII05;Hiilloskuja 5;Hoitoalan rakennukset;63,12817055888270;21,65996555194100;798.00;2018;;;52;905-41-16-6;Hiilloskuja 5;2279.00;F1-1;1,0;Yes;545.00;4.9.2019 14:13;31.12.2020 23:59;;;Asuntola;Yes;
1162;Hiilloskuja 5;HII05;Hiilloskuja 5;Hoitoalan rakennukset;63,12817055888270;21,65996555194100;798.00;2018;;;52;905-41-16-6;Hiilloskuja 5;2279.00;F1-2;1,0;No;3.50;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1162;Hiilloskuja 5;HII05;Hiilloskuja 5;Hoitoalan rakennukset;63,12817055888270;21,65996555194100;798.00;2018;;;52;905-41-16-6;Hiilloskuja 5;2279.00;F1-3;1,0;No;12.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1162;Hiilloskuja 5;HII05;Hiilloskuja 5;Hoitoalan rakennukset;63,12817055888270;21,65996555194100;798.00;2018;;;52;905-41-16-6;Hiilloskuja 5;2279.00;F1-4;1,0;Yes;123.00;4.9.2019 14:13;31.12.2020 23:59;;;Asuntola;Yes;
1162;Hiilloskuja 5;HII05;Hiilloskuja 5;Hoitoalan rakennukset;63,12817055888270;21,65996555194100;798.00;2018;;;52;905-41-16-6;Hiilloskuja 5;2279.00;F1-5;1,0;Yes;9.50;4.9.2019 14:13;31.12.2020 23:59;;;Varasto;Yes;
1162;Hiilloskuja 5;HII05;Hiilloskuja 5;Hoitoalan rakennukset;63,12817055888270;21,65996555194100;798.00;2018;;;52;905-41-16-6;Hiilloskuja 5;2279.00;F1-6;1,0;Yes;10.50;4.9.2019 14:13;31.12.2020 23:59;;;Muu;Yes;
1162;Hiilloskuja 5;HII05;Hiilloskuja 5;Hoitoalan rakennukset;63,12817055888270;21,65996555194100;798.00;2018;;;52;905-41-16-6;Hiilloskuja 5;2279.00;F1-7;1,0;Yes;5.00;4.9.2019 14:13;31.12.2020 23:59;;;Varasto;Yes;
1163;Viittatie 11;VII11;;Hoitoalan rakennukset;61,59847917314250;22,57974657534490;865.50;2011;;;66;413-412-6-429;;3500.00;F1-1;1,0;Yes;763.00;4.9.2019 14:13;;;000936;Asuntola;Yes;
1163;Viittatie 11;VII11;;Hoitoalan rakennukset;61,59847917314250;22,57974657534490;865.50;2011;;;66;413-412-6-429;;3500.00;F1-2;1,0;No;3.00;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1164;Ruustinnantie 2A;RUU02A;;Hoitoalan rakennukset;60,80371042547150;23,71178035120280;757.00;2013;;;70;834-429-1-19, 834-429-1-20;;2818.00;F1-1;1,0;Yes;668.00;4.9.2019 14:13;;;000937;Asuntola;Yes;
1164;Ruustinnantie 2A;RUU02A;;Hoitoalan rakennukset;60,80371042547150;23,71178035120280;757.00;2013;;;70;834-429-1-19, 834-429-1-20;;2818.00;F1-2;1,0;Yes;5.50;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1164;Ruustinnantie 2A;RUU02A;;Hoitoalan rakennukset;60,80371042547150;23,71178035120280;757.00;2013;;;70;834-429-1-19, 834-429-1-20;;2818.00;F1-3;1,0;No;3.00;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1164;Ruustinnantie 2B;RUU02B;;Hoitoalan rakennukset;60,80371042547150;23,71178035120280;755.50;;;;70;834-429-1-19, 834-429-1-20;;2818.00;F1-1;1,0;Yes;661.50;4.9.2019 14:13;;;000938;Asuntola;Yes;
1164;Ruustinnantie 2B;RUU02B;;Hoitoalan rakennukset;60,80371042547150;23,71178035120280;755.50;;;;70;834-429-1-19, 834-429-1-20;;2818.00;F1-2;1,0;No;3.00;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1164;Ruustinnantie 2B;RUU02B;;Hoitoalan rakennukset;60,80371042547150;23,71178035120280;755.50;;;;70;834-429-1-19, 834-429-1-20;;2818.00;F1-3;1,0;No;5.00;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1165;Palkkisillantie 17;PAL17;;Hoitoalan rakennukset;61,07124095432260;24,99350605104360;714.00;2016;;;64;109-536-2-143;;230500.00;F1-1;1,0;Yes;619.50;4.9.2019 14:13;;;000939;Asuntola;Yes;
1165;Palkkisillantie 17;PAL17;;Hoitoalan rakennukset;61,07124095432260;24,99350605104360;714.00;2016;;;64;109-536-2-143;;230500.00;F1-2;1,0;No;11.00;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1167;Mukulamäentie 2;MUK02;;Hoitoalan rakennukset;61,43491638925300;21,90083526768170;771.00;2014;;;69;886-414-10-5;;2752.00;F1-1;1,0;Yes;678.50;4.9.2019 14:13;;;000933;Asuntola;Yes;
1167;Mukulamäentie 2;MUK02;;Hoitoalan rakennukset;61,43491638925300;21,90083526768170;771.00;2014;;;69;886-414-10-5;;2752.00;F1-2;1,0;No;5.50;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1170;Puusepänkuja 2;PUU02;;Hoitoalan rakennukset;60,65216894513940;22,58936632226110;973.00;2014;;;60;19-402-36-7;;5450.00;F1-1;1,0;Yes;556.50;4.9.2019 14:13;;;000940;Asuntola;Yes;
1170;Puusepänkuja 2;PUU02;;Hoitoalan rakennukset;60,65216894513940;22,58936632226110;973.00;2014;;;60;19-402-36-7;;5450.00;F1-2;1,0;No;5.50;30.7.2020 00:00;;;;Tekniset tilat;Yes;
1170;Puusepänkuja 2;PUU02;;Hoitoalan rakennukset;60,65216894513940;22,58936632226110;973.00;2014;;;60;19-402-36-7;;5450.00;F1-3;1,0;Yes;8.00;4.9.2019 14:13;;;000940;Varasto;Yes;
1170;Puusepänkuja 2;PUU02;;Hoitoalan rakennukset;60,65216894513940;22,58936632226110;973.00;2014;;;60;19-402-36-7;;5450.00;F1-4;1,0;Yes;279.00;4.9.2019 14:13;;;000940;Asuntola;Yes;
1171;Sillankorvantie 30;SIL30;;Hoitoalan rakennukset;60,64499574062410;22,57598138206070;994.50;2015;;;61;19-423-2-331;;6900.00;F1-1;1,0;Yes;556.50;4.9.2019 14:13;;;000941;Asuntola;Yes;
1171;Sillankorvantie 30;SIL30;;Hoitoalan rakennukset;60,64499574062410;22,57598138206070;994.50;2015;;;61;19-423-2-331;;6900.00;F1-2;1,0;No;5.50;30.7.2020 00:00;;;;Tekniset tilat;Yes;
1171;Sillankorvantie 30;SIL30;;Hoitoalan rakennukset;60,64499574062410;22,57598138206070;994.50;2015;;;61;19-423-2-331;;6900.00;F1-3;1,0;Yes;297.00;4.9.2019 14:13;;;000941;Asuntola;Yes;
1171;Sillankorvantie 30;SIL30;;Hoitoalan rakennukset;60,64499574062410;22,57598138206070;994.50;2015;;;61;19-423-2-331;;6900.00;F1-4;1,0;No;8.00;30.7.2020 00:00;;;;Tekniset tilat;Yes;
1172;Päiväkoti Vantaa;SPI00;Spinellikuja;Hoitoalan rakennukset;60,31571256069360;24,84413081052060;1513.00;2018;;;50;92-23-183-1;Spinellikuja;5439.00;F1-1;1,0;Yes;700.50;4.9.2019 14:13;;;10000950;Päiväkoti;Yes;
1172;Päiväkoti Vantaa;SPI00;Spinellikuja;Hoitoalan rakennukset;60,31571256069360;24,84413081052060;1513.00;2018;;;50;92-23-183-1;Spinellikuja;5439.00;F1-2;1,0;No;11.00;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1172;Päiväkoti Vantaa;SPI00;Spinellikuja;Hoitoalan rakennukset;60,31571256069360;24,84413081052060;1513.00;2018;;;50;92-23-183-1;Spinellikuja;5439.00;F2-1;2,0;No;46.50;23.7.2020 00:00;;;;Tekniset tilat;Yes;
1172;Päiväkoti Vantaa;SPI00;Spinellikuja;Hoitoalan rakennukset;60,31571256069360;24,84413081052060;1513.00;2018;;;50;92-23-183-1;Spinellikuja;5439.00;F2-2;2,0;Yes;646.50;4.9.2019 14:13;;;10000950;Päiväkoti;Yes;
1173;Kukolantie 40;KUK40;;Hoitoalan rakennukset;60,41146870235400;22,20461301139670;646.00;2014;;;82;853-153-34-1;;7212.00;F1-1;1,0;Yes;213.50;4.9.2019 14:13;;;10000953;Päiväkoti;Yes;
1173;Kukolantie 40;KUK40;;Hoitoalan rakennukset;60,41146870235400;22,20461301139670;646.00;2014;;;82;853-153-34-1;;7212.00;F1-2;1,0;Yes;6.50;23.7.2020 00:00;;;10000953;Julkiset tilat;Yes;
1173;Kukolantie 40;KUK40;;Hoitoalan rakennukset;60,41146870235400;22,20461301139670;646.00;2014;;;82;853-153-34-1;;7212.00;F1-3;1,0;Yes;356.00;4.9.2019 14:13;;;10000953;Päiväkoti;Yes;
